 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/21/2019


"Rank","Name","Team","Cl","Ht","Pos","S","Aces","Per Set"
"81","Samantha Graver","La Salle","Jr.","5-10","OH","110","402","175","1136","10.33"
"82","Kalina Smith","Central Mich.","Jr.","5-10","OH","109","364","177","1121","10.28"
"83","Temi Thomas-Ailara","Northwestern","Fr.","6-2","OH","102","398","171","1049","10.28"
"84","Kathya Garcia","San Francisco","Sr.","5-10","OH","107","364","149","1100","10.28"
"85","Paige Jones","Michigan","So.","6-1","OH","118","463","158","1212","10.27"
"86","Mallory Mattingly","Jacksonville","Sr.","5-10","OH","116","394","214","1189","10.25"
"87","Rachel Pranger","Bradley","So.","5-11","OH","117","349","169","1199","10.25"
"88","Breana  Edwards","Indiana","So.","6-2","OH","104","362","159","1064","10.23"
"89","Miajavon Coleman","Coppin St.","So.","5-11","OH","113","406","203","1153","10.20"
"90","Taylor Bannister","LSU","Jr.","6-5","MB","102","438","171","1039","10.19"
"91","Leah Edmond","Kentucky","Sr.","6-2","OH","111","491","144","1129","10.17"
"92","Iva Vujosevic","Georgetown","Sr.","5-11","OH","109","379","204","1108","10.17"
"93","Lauren Matias","UC Davis","Sr.","6-2","OH","112","421","167","1138","10.16"
"94","Julia Sangiacomo","Santa Clara","Fr.","6-5","OH","119","411","154","1209","10.16"
"95","Kaylee Martin","Illinois St.","Jr.","5-9","OH","132","526","218","1340","10.15"
"96","Taylor Dellinger","Oakland","Sr.","6-0","OH","102","360","151","1029","10.09"
"97","Maia Dvoracek","Cal Poly","Jr.","6-1","OH","110","468","179","1105","10.05"
"98","Kora Schaberl","LIU Brooklyn","Sr.","6-0","OH","97","365","161","974","10.04"
"99","Kazna Tarawhiti","Utah Valley","So.","5-11","OH","109","415","191","1093","10.03"
"100","Anett Nemeth","Coastal Caro.","So.","6-1","OPP","105","515","147","1049","9.99"
"101","Emma Henderson","Central Conn. St.","Jr.","5-10","OH","109","338","125","1088","9.98"
"102","Megan Duncan","Houston","Sr.","6-1","OH","128","360","155","1276","9.97"
"103","Lauren Chastang","Kennesaw St.","Jr.","5-11","OH","115","453","200","1146","9.97"
"104","Vivian Donovan","Manhattan","So.","6-1","OH","86","230","137","857","9.97"
"105","Leah Daniel","Elon","So.","6-1","OH","126","487","208","1255","9.96"
"106","Payton Caffrey","Florida St.","Sr.","6-0","OH","100","403","131","995","9.95"
"107","Kelsi Hobbs","Samford","Sr.","6-1","OH","118","466","145","1173","9.94"
"108","Kira Thomsen","Montana St.","Fr.","5-10","OH","110","332","151","1091","9.92"
"109","Mckenna Lahr","Fordham","Jr.","5-10","OH","105","291","115","1038","9.89"
"110","Caylee Parker","UConn","So.","5-11","OH","94","308","147","929","9.88"
"111","Efrosini Alexakou","St. John's (NY)","So.","6-1","OH","116","491","208","1146","9.88"
"112","Toni McDougald","Portland St.","Sr.","5-11","OH","102","292","103","1007","9.87"
"113","Jacqueline Askin","Bowling Green","Jr.","6-1","OH","120","323","134","1183","9.86"
"114","Sophia Miller","Brown","Fr.","6-0","OH","62","212","74","609","9.82"
"115","Abigail Veit","Western Caro.","Sr.","5-11","OH","110","371","155","1079","9.81"
"116","Mariena Hayden","UNLV","Jr.","6-0","OH","102","384","149","998","9.78"
"117","Franki Strefling","Eastern Mich.","Jr.","5-10","OH","106","347","119","1037","9.78"
"118","Laura Masciullo","Hofstra","Sr.","6-0","OH","109","439","200","1066","9.78"
"119","Jenaisya Moore","Ohio St.","Fr.","6-0","OH","78","269","113","762","9.77"
"120","Mandy Napierala","Col. of Charleston","Jr.","6-0","MB","100","288","120","975","9.75"
"121","Alicia Harrington","UMKC","Sr.","6-0","OH","110","415","161","1072","9.75"
"122","Abbie Jackson","Houston","Fr.","6-0","OH","99","325","178","964","9.74"
"123","Carmen Freeman","UMBC","Jr.","5-10","OH","86","274","120","837","9.73"
"124","Maddi Sgattoni","Navy","Jr.","5-8","OH","95","328","111","924","9.73"
"125","Chichi Ikwuazom","Columbia","Sr.","6-1","MB","93","495","99","904","9.72"
"126","Hannah Turnlund","San Diego St.","Sr.","5-11","OH","107","369","188","1040","9.72"
"127","Haylie Keck","Idaho St.","Sr.","5-9","OH","109","274","113","1059","9.72"
"128","Eva Deisa","Stetson","Sr.","5-10","OH","102","300","125","990","9.71"
"129","Thayer Hall","Florida","So.","6-3","OH","111","415","147","1077","9.70"
"130","Tylar Roberson","Morgan St.","Jr.","5-11","OH","114","376","181","1106","9.70"
"131","Solimar Cestero","North Florida","So.","6-0","OH","116","424","169","1125","9.70"
"132","Halee Van Poppel","Belmont","Jr.","5-10","OH","106","342","155","1028","9.70"
"133","Cheyenne Hayes","Troy","Jr.","5-9","OH","120","455","232","1163","9.69"
"134","Amelia Johnson","Liberty","Jr.","6-1","OH","120","457","188","1161","9.68"
"135","Kate Blasingame","La.-Monroe","So.","5-10","OH","108","277","133","1044","9.67"
"","Tessa Grubbs","Tennessee","Sr.","6-3","OH","108","438","162","1044","9.67"
"137","Rachel Bontrager","Western Mich.","Jr.","5-11","OH","112","414","145","1081","9.65"
"138","Briley Brind'Amour","James Madison","Sr.","5-11","OH","93","283","127","897","9.65"
"139","Brooke Moore","Austin Peay","Jr.","5-10","OH","118","378","170","1137","9.64"
"140","Haylee Gasser","Seton Hall","Sr.","6-0","MB","114","333","169","1096","9.61"
"141","Sabrina Lancaster","Lehigh","Jr.","-","OH","92","298","126","882","9.59"
"142","Angeleyshka Curbelo","Saint Peter's","So.","-","OH","106","280","125","1016","9.58"
"143","Melissa Evans","NC State","Jr.","6-1","OPP","115","408","168","1102","9.58"
"144","Maddie Lindsay","Hartford","Fr.","6-1","OH","105","328","131","1005","9.57"
"145","Maggie Nedoma","Ohio","So.","6-0","OPP","119","388","144","1136","9.55"
"146","Katelyn Evans","West Virginia","Sr.","6-1","OH","88","302","126","838","9.52"
"147","Trinniti Hall","Cleveland St.","Sr.","5-10","MH","108","359","130","1028","9.52"
"148","Alex Stein","Colgate","Sr.","6-1","OH","122","414","173","1161","9.52"
"149","Katie Crowe","Purdue Fort Wayne","Jr.","5-10","OH","128","419","192","1218","9.52"
"150","Evi Wilson","Montana St.","Sr.","5-11","OH","107","371","122","1017","9.50"

NCAA Women's Volleyball
Division ITotal Blocks
Through Games 12/21/2019


"Rank","Name","Team","Cl","Ht","Pos","S","Block Solos","Block Assists","TB"
"1","Taylor Odom","Santa Clara","Sr.","6-2","MB","120","13","183","196"
"2","Jasmin Sneed","VCU","Sr.","6-0","MB","112","22","165","187"
"3","Rachel Tullos","Houston","Fr.","6-1","MB","136","62","123","185"
"4","Magda Jehlarova","Washington St.","Fr.","6-3","MB","123","29","151","180"
"5","Jasmine Gross","Southern California","Sr.","6-3","MB","128","13","160","173"
"6","Kayla Dinkins","Tulane","So.","6-1","MH","127","17","154","171"
"7","Madeleine Gates","Stanford","Sr.","6-3","MB","120","11","157","168"
"8","Avie Niece","Washington","Sr.","6-0","MB","127","17","150","167"
"9","Regan Pittman","Minnesota","Jr.","6-5","MB","118","27","139","166"
"10","Taya Mitchell","SFA","Jr.","5-11","MB","114","24","141","165"
"11","Jessica Donahue","Boise St.","So.","6-3","MB","109","14","149","163"
"12","Anne-Marie Watson","UCF","Jr.","6-0","OH","122","7","154","161"
"13","Emma Granger","Robert Morris","Jr.","6-4","MB","107","18","142","160"
"","Taryn Knuth","Florida St.","Jr.","6-3","MB","105","25","135","160"
"","Dana Rettke","Wisconsin","Jr.","6-8","MB","110","18","142","160"
"16","Berkeley Oblad","Utah","Sr.","6-4","MB","136","14","145","159"
"17","Phoebe Grace","Utah","So.","6-2","MB","132","13","145","158"
"18","Katie Myers","Maryland","So.","6-2","MB","121","10","146","156"
"19","Sydney Holt","Illinois St.","Jr.","6-1","MB","132","16","139","155"
"20","Makena Patterson","Texas A&M","Jr.","6-3","MB","109","16","136","152"
"21","Nerissa Moravec","UCF","Jr.","6-2","MB","114","10","141","151"
"22","Jackie McBride","Wyoming","Jr.","6-1","MB","119","25","125","150"
"","Julianna Salanoa","New Mexico St.","Jr.","6-0","MB","108","15","135","150"
"24","Holly Campbell","Stanford","So.","6-4","MB","116","5","144","149"
"","Kaitlyn Hord","Penn St.","So.","6-4","MB","117","22","127","149"
"26","Justine Walker","UT Martin","Jr.","6-2","MB","118","20","128","148"
"27","Callie Cook","Tulsa","Jr.","6-2","MB","132","19","128","147"
"","Kirstie Hillyer","Colorado St.","Sr.","6-6","MB","110","30","117","147"
"","Sydney Petersen","Nevada","Fr.","6-1","MB","112","10","137","147"
"30","Jaelyn Jackson","VCU","Sr.","6-3","MB","111","10","136","146"
"","Katie Kidwell","Bowling Green","Jr.","6-0","MB","127","21","125","146"
"","Mackenzie Steckler","Western Ill.","Jr.","6-0","MH","107","25","121","146"
"33","Abby Akin","Northern Ariz.","Sr.","6-3","MB","121","19","126","145"
"","Michelle Glover","UIC","So.","5-10","MB","116","24","121","145"
"35","Kyra Palmbush","Idaho","Fr.","6-2","MB","124","7","135","142"
"36","Taylor Morgan","Minnesota","Sr.","6-0","MB","111","11","130","141"
"37","Lauren Sanders","Washington","Jr.","6-4","MB","129","22","118","140"
"","Anna Stevenson","Louisville","So.","6-1","MB","117","26","114","140"
"39","Lauren Matthews","Western Ky.","So.","6-0","MH","118","36","103","139"
"","Kara McGhee","Baylor","Fr.","6-4","MB","103","12","127","139"
"","Leah Meyer","Kentucky","Sr.","6-3","MB","114","10","129","139"
"","Blake Mohler","Purdue","Sr.","6-2","MB","115","22","117","139"
"43","Cianna Andrews","Sacramento St.","Jr.","5-10","MH","130","22","116","138"
"","Hannah DeYoung","Weber St.","Sr.","6-2","MB","128","11","127","138"
"","Heather Gneiting","BYU","So.","6-4","MB","112","12","126","138"
"46","Nicole Ball","Idaho","So.","6-3","MB","124","31","106","137"
"","Madison Harms","South Dakota","Fr.","6-2","MB","104","12","125","137"
"","Sabrina Starks","Pittsburgh","So.","6-2","MB","95","11","126","137"
"49","Kaira Hunnicutt","Sam Houston St.","So.","6-0","MB","128","29","107","136"
"","Rainelle  Jones","Maryland","So.","6-3","MB","125","10","126","136"
"","Brianna Kadiku","Oklahoma","Sr.","6-2","MB","106","12","124","136"
"52","Naya Gros","Michigan St.","So.","6-3","MB","110","19","116","135"
"53","Melody Davidson","Butler","So.","6-2","MB","115","19","115","134"
"","Kennedy Eschenberg","BYU","Jr.","6-4","MB","112","8","126","134"
"55","Sophia Davis","James Madison","Fr.","6-1","MH","93","18","115","133"
"","Emma Pence","Montana St.","Fr.","6-2","MB","112","19","114","133"
"57","Grace Cleveland","Purdue","So.","6-3","OH","122","5","127","132"
"","Mikayla Robinson","South Carolina","Jr.","6-2","MB","113","26","106","132"
"59","Emmy Barnhorst","Army West Point","So.","6-3","MB","115","14","117","131"
"","Sydney Boerst","Purdue Fort Wayne","Jr.","6-0","MH","127","17","114","131"
"","Isa Dostal","Marshall","So.","6-1","MB","96","15","116","131"
"","Megan Gneiting","Weber St.","Sr.","6-0","OH","133","7","124","131"
"","Brianna Green","Denver","Fr.","6-1","MB","109","15","116","131"
"","Danielle Hart","Wisconsin","So.","6-4","MB","116","8","123","131"
"","Tarah Wylie","Pepperdine","Sr.","6-5","MB","114","14","117","131"
"66","Maggie Adams","Southeast Mo. St.","Jr.","6-2","MB","117","23","107","130"
"","Emma Clothier","Florida St.","Fr.","6-2","MB","105","15","115","130"
"","Silvia Grassini","Towson","Sr.","5-10","MB","112","5","125","130"
"","Maggie Hembree","Tulsa","Jr.","6-4","MB","128","26","104","130"
"","Briana Holmes","Samford","So.","-","MB","118","24","106","130"
"","Paulina Hougaard-Jensen","Colorado St.","Sr.","6-1","MB","96","13","117","130"
"","Destiny Leon","Marshall","Sr.","6-3","MB","100","29","101","130"
"","Bre Walp","UT Arlington","So.","6-2","MB","127","21","109","130"
"74","Emily Poole","Lehigh","Sr.","6-2","MB","108","34","95","129"
"75","Kendall Bender","UNCW","Sr.","6-1","MB","116","17","111","128"
"","Amber Igiede","Hawaii","Fr.","6-3","MB","103","20","108","128"
"","Callie Schwarzenbach","Nebraska","So.","6-5","MB","115","11","117","128"
"78","Jayda Carlton","Xavier","So.","5-11","MB","103","18","109","127"
"","Makaila Jarema","Utah Valley","Sr.","6-1","MB","77","7","120","127"
"","Ashley Sledge","Green Bay","Jr.","5-11","MB","114","5","122","127"
"","Lauren Stivrins","Nebraska","Jr.","6-4","MB","119","16","111","127"
"82","Amaka Chukwujekwu","Boston College","Jr.","5-11","MB","125","21","105","126"
"","Bailey Downing","Utah St.","Jr.","6-0","OPP","106","15","111","126"
"","Taylor Venuto","Loyola Chicago","Fr.","6-1","MH","124","19","107","126"
"85","Lauryn Green","Tulane","Fr.","6-1","MH","116","13","112","125"
"86","Aubrey Pitts","Saint Mary's (CA)","Sr.","6-2","MB","86","18","106","124"
"","Bailey Western","Northern Ky.","Jr.","6-1","MB","118","5","119","124"
"88","Morgan BOSSLER","Winthrop","Jr.","6-3","-","109","20","103","123"
"89","Olivia Finckel","Towson","Sr.","6-2","OH","111","2","120","122"
"","Ashlyn Fleming","Illinois","Sr.","6-4","MB","118","10","112","122"
"","Maddie Wiedenfeld","South Dakota","So.","6-2","MB","123","13","109","122"
"92","Taylor Dorsey","Tennessee Tech","So.","6-2","MB","109","23","98","121"
"","Rowan Ennis","UC Santa Barbara","Jr.","6-1","MB","107","18","103","121"
"","Megan Hobler","Oakland","Sr.","6-2","MH","108","20","101","121"
"","Madison Horin","Southern California","Fr.","6-2","MB","122","11","110","121"
"","Maddie Rhoder","Tulsa","Sr.","6-0","OPP","128","12","109","121"
"","Gina Tuzzolo","VCU","Sr.","6-2","OPP","112","6","115","121"
"","Lydia Wiers","Towson","Fr.","6-2","MB","105","4","117","121"
"99","Ebonie Ballesteros","Houston Baptist","So.","6-0","MB","112","11","109","120"
"","Jodi Edo","Southeastern La.","Sr.","5-9","MB","115","38","82","120"
"","Azyah Green","Missouri St.","Fr.","6-0","MB","122","6","114","120"
"","Rachel Murphy","New Mexico","So.","6-0","MB","100","11","109","120"
"","Elle Van Grinsven","Loyola Chicago","Jr.","6-1","MB","115","25","95","120"
"104","Kristin Baer","Notre Dame","Sr.","6-2","MB","115","10","109","119"
"","Riley Coonan","Wofford","Jr.","6-1","MB","104","42","77","119"
"","Shavona Cuttino","Purdue","Sr.","6-2","MB","96","3","116","119"
"","Annie Ellis","SIUE","Jr.","6-2","MB","108","14","105","119"
"","Daniele Serrano","FGCU","Sr.","6-1","MB","102","18","101","119"
"","Abby Sullivan","New Hampshire","So.","5-11","MB","102","13","106","119"
"","Aristea Tontai","North Carolina","Jr.","6-4","MB","89","12","107","119"
"111","Anna Gragg","Liberty","Sr.","6-3","MB","112","15","103","118"
"","Gloria Ikenegbu","USC Upstate","Sr.","5-11","MB","98","17","101","118"
"113","Hannah Greene","Cleveland St.","Jr.","6-1","MH","108","28","89","117"
"","Mia Swearingen","Morehead St.","So.","5-11","MB","116","23","94","117"
"115","Milla Ciprian","Virginia","So.","6-2","MB","106","16","100","116"
"","Lily Cooper","Duke","So.","6-5","MB","103","9","107","116"
"","Audriana Fitzmorris","Stanford","Sr.","6-6","OPP","117","2","114","116"
"","Meisheia Griffin","Georgia St.","Jr.","6-0","MH","101","17","99","116"
"","Sandra Hoevels","Purdue Fort Wayne","Sr.","6-0","MH","127","11","105","116"
"","Kaira Moss","Grand Canyon","So.","6-1","MB","105","22","94","116"
"","Danielle Tedesco","Albany (NY)","Jr.","6-3","MB","99","22","94","116"
"","Nayo Warnell","Ole Miss","Sr.","6-1","MB","117","15","101","116"
"123","Ann Hollas","SFA","Sr.","5-11","S","114","12","103","115"
"","Corinne Larsen","Utah St.","So.","6-3","MB","104","10","105","115"
"","Kailey Macy","Liberty","So.","6-4","MB","88","5","110","115"
"","Gianna Scioletti","Sacred Heart","Sr.","6-3","MB","119","15","100","115"
"","Kelsie White","Montana St.","Jr.","6-4","MB","100","17","98","115"
"128","Danae Daron","SFA","Sr.","6-0","MB","111","13","101","114"
"","Erin Hoener","Manhattan","Jr.","6-1","MB","115","28","86","114"
"","Sophia Howling","Villanova","So.","6-2","MH","109","23","91","114"
"","Tia Jimerson","Ohio","Jr.","6-3","MB","86","28","86","114"
"","Morgan Koch","Rider","Fr.","6-4","MB","112","5","109","114"
"","Peyton McCarthy","Valparaiso","Jr.","6-1","MH","127","19","95","114"
"","Tori Morris","FGCU","So.","6-0","MB","91","15","99","114"
"","Tatyana Ndekwe","UIC","Sr.","5-10","MB","116","14","100","114"
"","Tyeranee Scott","Texas St.","Jr.","6-0","MB","104","11","103","114"
"","Jocelyn Stoner","Charlotte","Sr.","6-2","OH","112","24","90","114"
"","Skyler Williams","Hawaii","Jr.","6-1","MH","102","12","102","114"
"139","Julia Brown","William & Mary","Jr.","6-2","MB","97","19","94","113"
"","Mauri Carver","UMES","So.","6-3","MB","112","10","103","113"
"","Olivia Dubay","Dayton","Jr.","6-4","MB","95","5","108","113"
"","Kaela Massey","ETSU","Sr.","6-1","MB","119","20","93","113"
"","Jocelyn Urias","Washington St.","Sr.","6-3","MB","122","18","95","113"
"","Kat Young","VCU","Sr.","6-3","MH","111","4","109","113"
"145","Lache Harper","UCF","Jr.","6-2","OH","85","6","106","112"
"","Haley Hoffman","IUPUI","Sr.","6-2","MB","90","30","82","112"
"","Janell Williams","Western Mich.","Jr.","6-2","MB","94","30","82","112"
"","Alyssa Wissinger","Boise St.","Fr.","6-2","MB","94","5","107","112"
"149","Kate Brennan","UNLV","So.","6-2","MB","128","21","90","111"
"","Lidia Chery","UMES","Sr.","6-2","MB","124","15","96","111"
"","Laynie Dake","Missouri St.","Jr.","6-2","MB","125","9","102","111"
"","Sara Esposito","ETSU","So.","6-0","MB","119","7","104","111"
"","Meryn Kennedy","SMU","Jr.","6-3","MB","102","13","98","111"
"","Raquel Lázaro","Southern California","So.","6-0","S","132","6","105","111"
"","Christina Nance","Coastal Caro.","So.","6-3","MB","104","12","99","111"
"","Emmy Ogogor","Illinois St.","Fr.","6-1","MB","122","3","108","111"
"","Avery Rhodes","Iowa St.","So.","6-2","MB","107","10","101","111"
"158","Jacqui Armer","Indiana","Sr.","6-3","MB","126","24","86","110"
"","Kaylie Butts","Fairfield","Jr.","6-1","MB","106","16","94","110"
"","Monica Eckford","Army West Point","Jr.","5-10","MB","114","20","90","110"
"","Claire Edwards","South Carolina","Sr.","6-2","MB","112","12","98","110"
"","Lizzie Fleming","Duke","Fr.","6-3","MB","102","6","104","110"
"","Megan Hart","New Mexico St.","Sr.","6-5","MB","106","15","95","110"
"","Hailey Horn-Bostel","Colgate","So.","6-2","MB","108","22","88","110"
"","Ronika Stone","Oregon","Sr.","6-2","MB","113","13","97","110"
"166","Maria Alfano","Robert Morris","Jr.","6-2","MB","95","15","94","109"
"","Lauren Bright","Lehigh","Sr.","5-11","MB","105","18","91","109"
"","Gillian Gergen","Drake","Jr.","6-0","MB","125","6","103","109"
"","Skyy Howard","North Carolina","Fr.","6-2","MB","104","9","100","109"
"","Kenzie Koerber","Utah","Jr.","6-3","OPP","134","5","104","109"
"","Amelia Moore","Dayton","Fr.","6-5","MB","105","8","101","109"
"","Sarah Sanders","Oklahoma","Jr.","6-4","OH","110","8","101","109"
"","Lauren Turner","San Diego","Fr.","6-1","MB","107","20","89","109"
"","Megan Vernon","Kansas St.","So.","6-2","MB","105","9","100","109"
"","Alana Walker","Northwestern","Jr.","6-3","MB","118","32","77","109"
"","Alyiah Wells","Alabama","Fr.","6-2","MB","103","11","98","109"
"177","Nyssa Baker","Wright St.","Jr.","6-0","MH","82","10","98","108"
"","Krista Berns","Southeast Mo. St.","Sr.","6-3","MB","113","13","95","108"
