 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/15/2018


"Rank","Name","Team","Cl","Ht","Pos","S","Aces","Per Set"
"71","Polina Shemanova","Syracuse","Fr.","6-0","OH","106","447","154","1132","10.68"
"72","Sherridan Atkinson","Purdue","Sr.","6-5","OH","130","546","135","1388","10.68"
"73","Taylor Mims","Washington St.","Sr.","6-3","OH","108","411","153","1152","10.67"
"74","Jaali Winters","Creighton","Sr.","6-3","OH","118","451","143","1256","10.64"
"75","Alexa Smith","Colorado","Sr.","6-1","OH","125","465","169","1327","10.62"
"76","Emily Allen","UC Davis","Sr.","5-8","OH","106","379","165","1125","10.61"
"77","Gaby Alicea","Binghamton","Sr.","6-1","OH","92","324","185","976","10.61"
"78","Leah Clayton","ETSU","Jr.","5-11","OH","125","503","194","1326","10.61"
"79","Lauryn Dela Cruz","Chicago St.","Sr.","5-8","OH","106","377","203","1124","10.60"
"80","Payton Caffrey","Florida St.","So.","6-0","OH","109","476","137","1155","10.60"
"81","Charley Niego","Notre Dame","Fr.","6-0","OH","105","339","116","1112","10.59"
"82","Maddie Goings","Oregon St.","So.","5-9","OH","121","393","205","1281","10.59"
"83","Hannah Thompson","Bradley","Fr.","5-8","OH","127","383","150","1344","10.58"
"84","Lindsey Vander Weide","Oregon","Sr.","6-3","OH","123","432","152","1300","10.57"
"85","Maggie Nedoma","Southern Ill.","So.","6-0","OPP","73","248","123","771","10.56"
"86","Maya Taylor","Saint Louis","So.","5-11","OH","98","403","180","1035","10.56"
"87","Makenzie Hennen","South Dakota St.","Jr.","5-11","OH","104","340","163","1098","10.56"
"88","Cara Guthrie","UNC Asheville","Sr.","5-10","OH","100","352","143","1053","10.53"
"89","Mildrelis Rodriguez","Evansville","Sr.","5-9","OH","121","379","179","1266","10.46"
"90","Mariena Hayden","UNLV","So.","6-0","OH","127","543","214","1323","10.42"
"91","Catie Cronister","Wofford","Jr.","5-10","OH","111","382","213","1154","10.40"
"92","Veronica Jones-Perry","BYU","Sr.","6-0","OH","105","506","149","1088","10.36"
"93","Amy Underdown","Oregon St.","Jr.","6-1","OH","121","406","221","1253","10.36"
"94","Hannah Boyd","Northeastern","Fr.","6-2","OH","99","328","153","1025","10.35"
"95","Taylor Slover","Fresno St.","Sr.","6-1","OH","130","480","189","1345","10.35"
"96","Teni Sopitan","NC State","Sr.","6-1","MB","108","391","187","1115","10.32"
"97","Ciera Cockrell","Davidson","Sr.","5-10","OH","84","238","106","865","10.30"
"98","Aeryn Owens","CSUN","Sr.","6-0","OH","108","446","161","1110","10.28"
"99","Andrea Hale","Weber St.","Sr.","6-3","OH","101","370","158","1038","10.28"
"100","Tatyana Battle","New Mexico St.","Sr.","6-0","OH","124","420","151","1273","10.27"
"101","Jordan Smith","Eastern Mich.","Sr.","5-10","OH","126","456","174","1293","10.26"
"102","Kat Miller","Quinnipiac","Sr.","5-11","RS","112","366","199","1147","10.24"
"103","Mima Mirkovic","California","So.","5-11","OH","117","405","133","1198","10.24"
"104","Mikaila Dowd","Georgia Tech","Fr.","6-1","OH","115","422","193","1175","10.22"
"105","Nicole Lennon","Rice","So.","6-2","OH","118","482","150","1204","10.20"
"106","Merry Gebel","Western Caro.","Fr.","5-10","OH","100","290","109","1020","10.20"
"107","Bethany Clapp","Incarnate Word","So.","6-0","-","95","324","110","968","10.19"
"108","Carlyle Nusbaum","Lipscomb","Sr.","5-10","OH","108","436","209","1099","10.18"
"109","Breana Runnels","Colorado St.","So.","5-10","OH","112","454","200","1138","10.16"
"110","Jac'cara Walker","South Fla.","Jr.","5-10","OH","112","394","131","1137","10.15"
"111","Tessa Grubbs","Tennessee","Jr.","6-3","OH","108","453","150","1096","10.15"
"112","Kayla Williams","North Dakota","Jr.","5-9","OH","90","284","108","913","10.14"
"113","Kortney Lockey","Northern Colo.","Sr.","5-10","OH","111","351","146","1126","10.14"
"114","Kara Bajema","Washington","Jr.","6-2","OH","123","475","191","1247","10.14"
"115","Jacey Smith","Abilene Christian","Sr.","5-11","MB","118","339","175","1196","10.14"
"116","Cassie Knutson","Eastern Ky.","Sr.","5-10","S","104","353","165","1054","10.13"
"117","Lucia Babic","UMES","Sr.","5-10","OH","92","354","107","929","10.10"
"118","Alyse  Ford","Arizona St.","Sr.","5-11","OH","98","363","171","987","10.07"
"119","Julia Pierson","Tennessee St.","Jr.","6-0","OH","108","364","123","1086","10.06"
"120","Allie Barber","Marquette","Jr.","6-5","OH","115","537","125","1156","10.05"
"121","Alexis Lambert","Saint Francis (PA)","So.","5-10","OH","98","290","131","984","10.04"
"122","Macy Austin","UTEP","Jr.","6-0","OH","99","366","189","994","10.04"
"123","Megann Delgado","Hampton","Jr.","6-2","RS","103","398","176","1032","10.02"
"124","Mariana Brambilla","Georgia Tech","Fr.","5-11","OH","125","438","128","1250","10.00"
"","Megan Duncan","Houston","Jr.","6-1","OH","122","356","199","1220","10.00"
"126","Taryn Kloth","Creighton","Sr.","6-4","OH","118","490","157","1178","9.98"
"127","Devin Corah","La Salle","Jr.","5-9","OH","107","412","100","1067","9.97"
"128","Courteney Pitt","N.C. A&T","So.","6-1","OH","89","354","176","887","9.97"
"129","Micaya White","Texas","Jr.","6-1","OH","101","391","88","1006","9.96"
"130","Lauren Twitty","New Mexico","Jr.","6-2","OH","121","407","229","1205","9.96"
"131","Nia Robinson","Northwestern","So.","6-2","OH","101","394","193","1005","9.95"
"132","Katelyn MEYER","Bowling Green","Fr.","5-10","-","95","267","125","945","9.95"
"133","Brittany Adams","SMU","Sr.","5-10","OH","109","324","149","1084","9.94"
"134","Sarah Sharp","Idaho","Sr.","6-4","OH","123","440","129","1221","9.93"
"135","Cristen Coryatt","Morgan St.","Sr.","5-9","OH","100","336","129","990","9.90"
"136","Laurel Bailey","Eastern Ill.","So.","6-0","OH","107","311","150","1057","9.88"
"137","Viktoria Fink","LIU Brooklyn","Sr.","5-10","OH","81","273","125","797","9.84"
"138","Lauren Bruns","Dayton","Sr.","6-1","OH","118","502","150","1161","9.84"
"139","Kaylie Jorgenson","Northern Ariz.","Sr.","6-0","OH","132","404","137","1296","9.82"
"140","Destiny Cox","North Carolina","Fr.","6-3","OH","91","290","196","892","9.80"
"141","Massiel Matos","Fla. Atlantic","Jr.","6-0","OH","101","369","148","988","9.78"
"142","Sabrina Stillwell","Brown","Sr.","6-0","RS","81","287","108","792","9.78"
"143","Claire Archibald","Iona","Sr.","5-10","OH","102","396","166","997","9.77"
"144","Ginger Perinar","Alabama","Jr.","6-2","OH","116","368","167","1133","9.77"
"145","Lauren Deaton","Samford","Fr.","-","OH","136","411","208","1328","9.76"
"146","Reeana Richardson","Charlotte","Sr.","5-10","OH","117","441","163","1142","9.76"
"147","Mikaela Foecke","Nebraska","Sr.","6-3","OH","133","514","103","1297","9.75"
"148","Jurnee Tipton","Howard","So.","5-9","OH","105","336","135","1022","9.73"
"149","Mckenzie Burke","North Dakota St.","Sr.","5-11","OH","99","262","167","963","9.73"
"150","Taylor Bannister","LSU","So.","6-5","MB","113","456","217","1099","9.73"
Reclassifying
"NR","Tesa Oaks","California Baptist","So.","5-11","OH","117","408","157","1208","10.32"

NCAA Women's Volleyball
Division ITotal Blocks
Through Games 12/15/2018


"Rank","Name","Team","Cl","Ht","Pos","S","Block Solos","Block Assists","TB"
"1","Tami Alade","Stanford","Sr.","6-2","MB","107","12","188","200"
"2","Reed Copeland","Wyoming","Sr.","6-2","MB","119","23","172","195"
"3","Taryn Knuth","Florida St.","So.","6-3","MB","109","30","158","188"
"4","Makaila Jarema","Utah Valley","Jr.","6-1","MB","105","8","179","187"
"5","Veronica Marin","Little Rock","Sr.","6-2","MB","125","50","135","185"
"6","Ali Bastianelli","Illinois","Sr.","6-3","MB","132","16","167","183"
"7","Dana Rettke","Wisconsin","So.","6-8","MB","117","15","165","180"
"8","Jasmin Sneed","VCU","Jr.","6-0","MB","105","22","157","179"
"9","Callie Schwarzenbach","Nebraska","Fr.","6-5","MB","133","12","165","177"
"10","Hannah Greene","Cleveland St.","So.","6-1","MH","114","15","157","172"
"","Deja Harris","San Diego St.","Sr.","6-2","MB","125","25","147","172"
"","M'Kaela White","James Madison","Jr.","6-3","MB","112","15","157","172"
"13","Rachael Kramer","Florida","Jr.","6-8","MB","123","22","148","170"
"14","Addison Picha","San Diego","Sr.","6-2","MB","112","42","124","166"
"15","Daniele Serrano","FGCU","Jr.","6-1","MB","115","21","141","162"
"","Amber Witherspoon","Syracuse","Sr.","6-4","MB","106","32","130","162"
"17","Layne Van Buskirk","Pittsburgh","Jr.","6-3","MH","113","24","137","161"
"18","Heather Gneiting","BYU","Fr.","6-4","MB","106","7","152","159"
"19","Kaitlyn Grice","New Orleans","Sr.","6-2","MB","121","21","135","156"
"","Briana Lilly","Butler","Sr.","6-2","MB","105","18","138","156"
"","Leah Meyer","Duke","Sr.","6-3","MB","108","16","140","156"
"","Lauren Stivrins","Nebraska","So.","6-4","MB","133","22","134","156"
"","Haile Watson","Fresno St.","Sr.","6-2","MB","130","24","132","156"
"24","Claire Martin","Washington St.","Sr.","6-4","MB","130","15","139","154"
"25","Dayna Kern","Tulane","Sr.","6-3","MB","127","4","148","152"
"26","Tyra Galloway","Charlotte","Fr.","6-1","MB","112","31","120","151"
"","Meg Morningstar","Notre Dame","Sr.","6-2","MB","106","15","136","151"
"28","Ronika Stone","Oregon","Jr.","6-2","MB","126","20","130","150"
"29","Paulina Hougaard-Jensen","Colorado St.","Jr.","6-1","MB","112","21","128","149"
"30","Nicole Ball","Idaho","Fr.","6-3","MB","123","12","135","147"
"","Tyrecia Lukes","UMKC","Jr.","6-1","MH","117","25","122","147"
"32","Jaeden Brown","South Fla.","So.","6-0","MB","129","21","125","146"
"33","Brooke Pehrson","Idaho St.","Jr.","6-3","MB","124","15","130","145"
"34","Santita Ebangwese","Syracuse","Sr.","6-0","MB","108","25","119","144"
"35","Katie Barker","Portland","Jr.","6-1","MB","124","15","128","143"
"","Lana Brown","Sacramento St.","Sr.","6-0","MB","119","25","118","143"
"","Danae Daron","SFA","Jr.","6-0","MB","114","16","127","143"
"","Melody Davidson","Butler","So.","6-2","MB","104","11","132","143"
"","Naya Gros","Michigan St.","Fr.","6-3","MB","120","19","124","143"
"","Alyssa Munlyn","Missouri","Sr.","6-2","MB","119","27","116","143"
"41","Audriana Fitzmorris","Stanford","Jr.","6-6","OPP","120","5","137","142"
"","Kendall HAYWOOD","Houston","Fr.","6-1","MB","126","33","109","142"
"","Mariah McPartland","ETSU","Sr.","6-2","MB","125","18","124","142"
"44","Holly Campbell","Stanford","Fr.","6-4","MB","113","1","140","141"
"","Jasmine Gross","Southern California","Jr.","6-3","MB","125","12","129","141"
"","Lauren Reichard","Ga. Southern","Sr.","6-0","MH","118","27","114","141"
"47","Kennedy Eschenberg","BYU","So.","6-4","MB","107","15","125","140"
"","Blake Mohler","Purdue","Jr.","6-2","MB","130","20","120","140"
"49","Alexis Davies","Utah Valley","Sr.","6-2","OH","138","6","133","139"
"","Ella Lajos","Washington St.","Sr.","6-3","MB","124","9","130","139"
"","Loren McKenzie","American","Sr.","6-4","MB","113","20","119","139"
"52","Paige Anderson","Oklahoma","So.","6-2","MB","107","10","128","138"
"","Paige Havel","McNeese","Fr.","6-2","MB","110","30","108","138"
"","Kirstie Hillyer","Colorado St.","Jr.","6-6","MB","112","19","119","138"
"","Avie Niece","Washington","Jr.","6-0","MB","120","14","124","138"
"","Erica Treiber","Tennessee","Sr.","6-1","MH","125","15","123","138"
"","Kathryn Wesolich","UCF","Fr.","6-2","MB","116","3","135","138"
"58","Taelor Kellum","Florida","Sr.","6-2","MB","119","16","121","137"
"","Shelly Stafford","Baylor","Jr.","6-2","MB","118","7","130","137"
"","Meg Starling","Ball St.","Sr.","6-6","MB","110","33","104","137"
"61","Abby Akin","Northern Ariz.","Jr.","6-3","MB","125","19","117","136"
"","Nerissa Moravec","UCF","So.","6-2","MB","117","12","124","136"
"63","Jessica Donahue","Boise St.","Fr.","6-3","MB","95","8","127","135"
"","Megan Hart","New Mexico St.","Jr.","6-5","MB","123","13","122","135"
"","Victoria Spragg","New Mexico","Sr.","6-5","MB","122","22","113","135"
"66","Naghede Abu","Colorado","Sr.","6-4","MB","96","16","118","134"
"67","Morgan Hughes","Boise St.","Sr.","5-10","MB","112","7","126","133"
"","Hanna Wagner","St. John's (NY)","Jr.","6-3","MB","127","13","120","133"
"69","Meraiah Hill","Bethune-Cookman","Sr.","5-10","MB","102","20","112","132"
"70","Corinne Larsen","Utah St.","Fr.","6-3","MB","111","7","124","131"
"","Jackie McBride","Wyoming","So.","6-1","MB","119","17","114","131"
"","Margaret Payne","Miami (OH)","Jr.","6-0","MH","124","17","114","131"
"","Madison Turner","Arkansas St.","Jr.","6-4","MB","121","39","92","131"
"74","Brionne Butler","Texas","So.","6-4","MB","101","9","121","130"
"","Damjana Cabarkapa","Cincinnati","So.","6-3","MB","132","15","115","130"
"","Elsa Descamps","UNLV","Sr.","6-2","MB","130","21","109","130"
"","Ashlyn Fleming","Illinois","Jr.","6-4","MB","126","22","108","130"
"","Deyshia Lofton","Indiana","Jr.","6-2","MB","120","26","104","130"
"","Peyton McCarthy","Valparaiso","So.","6-1","MH","117","19","111","130"
"","Jocelyn Stoner","Charlotte","Jr.","6-2","OH","124","42","88","130"
"81","Maddy Gravley","Oregon St.","Sr.","6-3","MB","119","14","115","129"
"","Kaitlyn Hord","Penn St.","---","6-4","-","104","7","122","129"
"83","Sharonda Pickering","FGCU","So.","6-2","MB","116","12","116","128"
"","Jocelyn Urias","Washington St.","Jr.","6-3","MB","130","7","121","128"
"85","Alexis Coombs","Southern Miss.","Sr.","6-1","OH","124","31","96","127"
"","Taylor Cunningham","Sam Houston St.","Sr.","5-11","MB","108","11","116","127"
"","Michela Rucli","Hofstra","Sr.","6-1","MB","125","19","108","127"
"","Quin Sutphin","Kennesaw St.","So.","6-2","MB","106","25","102","127"
"","Anne-Marie Watson","UCF","So.","6-0","OH","115","9","118","127"
"90","Kendall Bender","UNCW","Jr.","6-1","MB","97","13","113","126"
"","Trinniti Hall","Cleveland St.","Jr.","5-10","MH","114","20","106","126"
"","Grace Lazard","Iowa St.","Sr.","6-2","MB","104","14","112","126"
"","Danielle Price","Colorado","Fr.","6-4","MB","114","9","117","126"
"","Braedyn Tutton","ETSU","Sr.","6-0","MB","125","25","101","126"
"95","Madison Daigle","Texas St.","Sr.","6-1","MB","113","21","104","125"
"","Zoe Hill","Kansas","Jr.","5-11","MB","106","12","113","125"
"","Katy Keenan","Texas Tech","Sr.","6-1","MB","107","14","111","125"
"","Grace Morgan","Rice","Jr.","6-2","MB","115","15","110","125"
"","Jasmine Niutupuivaha","Utah Valley","Jr.","5-11","MB","127","4","121","125"
"","Emily Russell","USC Upstate","So.","6-0","MB","121","31","94","125"
"","Alana Walker","Northwestern","So.","6-3","MH","113","19","106","125"
"102","Callie Cook","Tulsa","So.","6-2","MB","113","20","104","124"
"","Meisheia Griffin","Georgia St.","So.","6-0","MH","92","15","109","124"
"","Katie Kidwell","Bowling Green","So.","6-0","MB","111","23","101","124"
"","Katie Patrick","Navy","Sr.","6-2","MB","110","36","88","124"
"","Catherine Repsher","Southern Miss.","Jr.","6-1","OH","126","22","102","124"
"107","Hannah Donaldson","Gardner-Webb","Fr.","6-3","MB","104","25","98","123"
"","Kelsey Walter","Memphis","Sr.","6-0","MB","114","23","100","123"
"","Perry Williams","Rider","Sr.","6-0","MH","115","31","92","123"
"110","Kendyll Brown","Dayton","Sr.","6-1","MB","116","4","118","122"
"","Krysteena Davis","Oakland","Sr.","6-0","MH","104","8","114","122"
"","Hannah DeYoung","Weber St.","Jr.","6-2","MB","103","6","116","122"
"","Brittni Dorsey","Northern Ariz.","Sr.","5-11","MB","132","17","105","122"
"","Katie Myers","Maryland","Fr.","6-2","MB","114","11","111","122"
"","Justine Walker","UT Martin","So.","6-2","MB","123","25","97","122"
"","Aniya Williams","SFA","So.","5-11","MB","99","7","115","122"
"117","Tori Baldwin","VCU","Sr.","6-3","MB","105","13","108","121"
"","Liesl Engelbrecht","Kennesaw St.","Sr.","6-4","MB","115","19","102","121"
"","Regan Pittman","Minnesota","So.","6-5","MB","106","25","96","121"
"","Emily Poole","Lehigh","Jr.","6-2","MB","105","51","70","121"
"","Olamide Sonuga","Towson","Sr.","5-10","MH","122","10","111","121"
"","Jordan Vail","North Dakota","Sr.","6-1","MH","120","29","92","121"
"123","Kodie Comby","Georgia Tech","Jr.","6-1","MB","118","14","106","120"
"","Cidavia Hall","Alabama","Sr.","6-1","MB","116","21","99","120"
"","Emma Kirst","Long Beach St.","Sr.","-","OH","113","10","110","120"
"","Rachel Langs","Kansas","Fr.","6-3","MB","88","10","110","120"
"","Candace Martin","Alabama St.","Sr.","6-0","MB","138","36","84","120"
"","Jasmine Stackhouse","Rutgers","Jr.","6-3","MB","108","10","110","120"
"129","Serena Gray","Penn St.","---","6-2","-","96","9","110","119"
"","Brianna Kadiku","Oklahoma","Jr.","6-2","MB","107","11","108","119"
"","Maja Stojanovic","Seattle U","Sr.","6-2","MB","107","16","103","119"
"132","Doris Bogoje","Hofstra","Sr.","6-2","MB","120","11","107","118"
"","Katie DeMeo","West Virginia","So.","6-3","MB","93","11","107","118"
"","Cassie Haut","Eastern Mich.","Jr.","6-2","RS","122","25","93","118"
"","Clara Payne","South Fla.","Sr.","6-2","MB","129","17","101","118"
"","Devonne Ryter","Idaho","Sr.","6-0","MB","108","7","111","118"
"","Rachel Stover","Cleveland St.","Sr.","6-2","OH","106","2","116","118"
"","Jordyn Williams","North Texas","Sr.","6-1","MB","130","26","92","118"
"139","Marisa Cerchio","Virginia Tech","So.","6-3","MB","108","17","100","117"
"","Phoebe Grace","Utah","Fr.","6-2","MB","98","10","107","117"
"","Kathleen Medill","Air Force","So.","6-1","MB","127","17","100","117"
"","Tyanna Omazic","Missouri","So.","6-2","MB","118","26","91","117"
"143","Sydney Boerst","Purdue Fort Wayne","So.","6-0","MH","120","20","96","116"
"","Lily Cooper","Duke","Fr.","6-5","MB","104","16","100","116"
"","Emma Dyer","UMKC","Sr.","6-1","MH","120","17","99","116"
"","Silvia Grassini","Towson","Jr.","5-10","MB","123","5","111","116"
"","Haley Hoffman","IUPUI","Jr.","6-2","MB","108","18","98","116"
"","Alannah Lemming","Wright St.","Sr.","6-3","MB","114","11","105","116"
"","Megan Patillo","Houston Baptist","So.","6-1","MB","125","13","103","116"
"","Tara Traphagan","Wyoming","Jr.","6-1","OH","116","5","111","116"
"","Sydnee VanBeek","Ball St.","Jr.","6-2","MH","113","23","93","116"
"","Yizhi Xue","Long Beach St.","Jr.","6-4","MB","113","21","95","116"
"153","Anota Adekunle","Rice","Fr.","5-11","MB","106","24","91","115"
"","Maddie Fella","Morehead St.","Sr.","6-3","MB","88","15","100","115"
"","Kaylee Frear","Jacksonville St.","Jr.","6-3","OH","124","35","80","115"
"","Brie Gathright","Sacramento St.","Sr.","5-11","MB","118","15","100","115"
"","Ashley Sledge","Green Bay","So.","5-11","MB","113","9","106","115"
"158","Tina Boe","Denver","So.","6-0","MB","110","5","109","114"
"","Alexandra Ecker","UTRGV","Sr.","5-10","MB","112","15","99","114"
"","Summer Farris","Chicago St.","So.","6-2","MB","114","18","96","114"
"","Makenzee Hanna","SFA","Sr.","6-0","OH","119","7","107","114"
"","Addisyn Rowe","Tennessee","Fr.","6-3","MB","125","9","105","114"
"","Marissa Stockman","Illinois St.","Fr.","6-3","MB","114","8","106","114"
"","Bridget Wallenberger","Miami (FL)","Fr.","6-2","MB","94","16","98","114"
"","Ali Witt","UIC","Sr.","6-0","MB","116","4","110","114"
